Date,VEVE.AS
2023-10-09,75.6087875366211
2023-10-10,76.65514373779297
2023-10-11,76.3451156616211
2023-10-12,76.99423217773438
2023-10-13,76.49042510986328
2023-10-16,76.86827850341797
2023-10-17,76.59701538085938
2023-10-18,76.22884368896484
2023-10-19,75.3471908569336
2023-10-20,74.06830596923828
2023-10-23,73.77767944335938
2023-10-24,74.24270629882812
2023-10-25,73.95206451416016
2023-10-26,73.31261444091797
2023-10-27,72.70225524902344
2023-10-30,72.7119369506836
2023-10-31,73.38041687011719
2023-11-01,74.19426727294922
2023-11-02,75.30844116210938
2023-11-03,75.68629455566406
2023-11-06,75.5506591796875
2023-11-07,75.98663330078125
2023-11-08,75.70567321777344
2023-11-09,76.01570892333984
2023-11-10,75.90913391113281
2023-11-13,76.3741683959961
2023-11-14,76.94579315185547
2023-11-15,77.13955688476562
2023-11-16,76.72296905517578
2023-11-17,77.02330017089844
2023-11-20,77.04267883300781
2023-11-21,77.1104965209961
2023-11-22,77.74993896484375
2023-11-23,77.70149993896484
2023-11-24,77.57555389404297
2023-11-27,77.44959259033203
2023-11-28,77.2364501953125
2023-11-29,77.38178253173828
2023-11-30,77.73055267333984
2023-12-01,78.5540771484375
2023-12-04,78.3990707397461
2023-12-05,78.76722717285156
2023-12-06,78.9706802368164
2023-12-07,78.9706802368164
2023-12-08,79.45510864257812
2023-12-11,79.87171173095703
2023-12-12,79.76513671875
2023-12-13,80.05577850341797
2023-12-14,80.0322494506836
2023-12-15,80.62543487548828
2023-12-18,80.62543487548828
2023-12-19,80.71295166015625
2023-12-20,80.96578979492188
2023-12-21,80.37258911132812
2023-12-22,80.6740493774414
2023-12-27,80.34342193603516
2023-12-28,80.7323989868164
2023-12-29,80.52818298339844
2024-01-02,80.90744018554688
2024-01-03,80.5476303100586
2024-01-04,80.50874328613281
2024-01-05,80.323974609375
2024-01-08,80.46012115478516
2024-01-09,81.00467681884766
2024-01-10,81.06303405761719
2024-01-11,80.74212646484375
2024-01-12,81.28669738769531
2024-01-15,81.37421417236328
2024-01-16,81.53952026367188
2024-01-17,80.97550964355469
2024-01-18,81.20890808105469
2024-01-19,81.49090576171875
2024-01-22,82.44390106201172
2024-01-23,82.53142547607422
2024-01-24,82.98847198486328
2024-01-25,83.33854675292969
2024-01-26,83.43579864501953
2024-01-29,83.79559326171875
2024-01-30,83.99981689453125
2024-01-31,83.55249786376953
2024-02-01,83.08572387695312
2024-02-02,84.44712829589844
2024-02-05,84.58329772949219
2024-02-06,84.8263931274414
2024-02-07,85.20565032958984
2024-02-08,85.27371978759766
2024-02-09,85.36125183105469
2024-02-12,86.09056854248047
2024-02-13,85.24454498291016
2024-02-14,85.43902587890625
2024-02-15,85.80856323242188
2024-02-16,86.19754028320312
2024-02-19,86.07112121582031
2024-02-20,85.23483276367188
2024-02-21,85.11812591552734
2024-02-22,86.4990005493164
2024-02-23,86.81990051269531
2024-02-26,86.51844787597656
2024-02-27,86.36285400390625
2024-02-28,86.4309310913086
2024-02-29,86.72266387939453
2024-03-01,87.22834014892578
2024-03-04,87.16027069091797
2024-03-05,86.56707763671875
2024-03-06,86.90743255615234
2024-03-07,87.26722717285156
2024-03-08,87.2769546508789
2024-03-11,86.7615737915039
2024-03-12,87.44226837158203
2024-03-13,87.46172332763672
2024-03-14,87.49300384521484
2024-03-15,87.01495361328125
2024-03-18,87.71739959716797
2024-03-19,87.89299774169922
2024-03-20,88.078369140625
2024-03-21,89.38568878173828
2024-03-22,89.36618041992188
2024-03-25,89.10276794433594
2024-03-26,89.27838897705078
2024-03-27,89.2100830078125
2024-03-28,89.80521392822266
2024-04-02,89.06372833251953
2024-04-03,89.19055938720703
2024-04-04,89.19055938720703
2024-04-05,88.63446044921875
2024-04-08,88.8003158569336
2024-04-09,88.24422454833984
2024-04-10,88.66374206542969
2024-04-11,88.77105712890625
2024-04-12,89.18082427978516
2024-04-15,88.9466552734375
2024-04-16,87.59056091308594
2024-04-17,87.14178466796875
2024-04-18,87.33690643310547
2024-04-19,86.53689575195312
2024-04-22,86.69300079345703
2024-04-23,87.65885925292969
2024-04-24,87.6100845336914
2024-04-25,86.62471008300781
2024-04-26,88.13690948486328
2024-04-29,88.14666748046875
2024-04-30,87.89299774169922
2024-05-02,87.40518951416016
2024-05-03,87.9613037109375
2024-05-06,88.6930160522461
2024-05-07,89.29788208007812
2024-05-08,89.3564224243164
2024-05-09,89.50275421142578
2024-05-10,89.78569793701172
2024-05-13,89.63935089111328
2024-05-14,89.62959289550781
2024-05-15,90.17593383789062
2024-05-16,90.53692626953125
2024-05-17,90.29301452636719
2024-05-20,90.81983184814453
2024-05-21,90.59545135498047
2024-05-22,90.66374969482422
2024-05-23,90.65399169921875
2024-05-24,90.31253051757812
2024-05-27,90.50764465332031
2024-05-28,90.16617584228516
2024-05-29,89.81495666503906
2024-05-30,89.50275421142578
2024-05-31,89.00520324707031
2024-06-03,89.580810546875
2024-06-04,89.4930191040039
2024-06-05,90.47838592529297
2024-06-06,90.79057312011719
2024-06-07,91.26862335205078
2024-06-10,91.62960052490234
2024-06-11,91.4442367553711
2024-06-12,92.0003433227539
2024-06-13,91.9752197265625
2024-06-14,92.19115447998047
2024-06-17,92.240234375
2024-06-18,92.72116088867188
2024-06-19,92.8683853149414
2024-06-20,93.22171783447266
2024-06-21,92.88800048828125
2024-06-24,93.04505157470703
2024-06-25,92.98616027832031
2024-06-26,92.9959716796875
2024-06-27,92.9959716796875
2024-06-28,93.32967376708984
2024-07-01,92.8683853149414
2024-07-02,93.00579071044922
2024-07-03,93.26097106933594
2024-07-04,93.46708679199219
2024-07-05,93.54560852050781
2024-07-08,93.69283294677734
2024-07-09,93.79096984863281
2024-07-10,94.2326431274414
2024-07-11,94.06578826904297
2024-07-12,94.53691101074219
2024-07-15,94.49765014648438
2024-07-16,94.66449737548828
2024-07-17,93.65357208251953
2024-07-18,93.15302276611328
2024-07-19,92.57392883300781
2024-07-22,93.00579071044922
2024-07-23,93.79096984863281
2024-07-24,92.26966857910156
2024-07-25,91.78874206542969
2024-07-26,91.96540832519531
2024-07-29,92.26966857910156
2024-07-30,92.27948760986328
2024-07-31,93.65357208251953
2024-08-01,92.70153045654297
2024-08-02,88.95223999023438
2024-08-05,86.82241821289062
2024-08-06,87.63704681396484
2024-08-07,88.92279052734375
2024-08-08,88.97187805175781
2024-08-09,89.21724700927734
2024-08-12,89.51168823242188
2024-08-13,90.34596252441406
2024-08-14,90.45391845703125
2024-08-15,92.13226318359375
2024-08-16,92.240234375
2024-08-19,92.51505279541016
2024-08-20,92.27948760986328
2024-08-21,92.4365234375
2024-08-22,92.57392883300781
2024-08-23,92.57392883300781
2024-08-26,92.54448699951172
2024-08-27,92.67208862304688
2024-08-28,92.61318969726562
2024-08-29,93.66338348388672
2024-08-30,93.33949279785156
2024-09-02,93.91857147216797
2024-09-03,92.98616027832031
2024-09-04,91.96540832519531
2024-09-05,91.34707641601562
2024-09-06,90.11040496826172
2024-09-09,91.0526351928711
2024-09-10,91.34707641601562
2024-09-11,90.76799774169922
2024-09-12,92.4346923828125
2024-09-13,93.16331481933594
2024-09-16,92.71039581298828
2024-09-17,93.37007904052734
2024-09-18,92.83838653564453
2024-09-19,94.14791870117188
2024-09-20,93.48822021484375
2024-09-23,94.1676025390625
2024-09-24,94.12822723388672
2024-09-25,94.21684265136719
2024-09-26,94.49252319335938
2024-09-27,94.8075942993164
2024-09-30,94.57129669189453
2024-10-01,94.600830078125
2024-10-02,95.03404998779297
2024-10-03,94.72882843017578
2024-10-04,95.36882781982422
2024-10-07,95.62482452392578
2024-10-08,95.56574249267578
2024-10-09,96.22542572021484
2024-10-10,96.4420394897461
2024-10-11,96.75711059570312
2024-10-14,97.59403228759766
2024-10-15,97.3380355834961
2024-10-16,97.32817840576172
2024-10-17,98.18479919433594
2024-10-18,98.04695129394531
2024-10-21,97.66295623779297
2024-10-22,97.72203063964844
2024-10-23,97.39710998535156
2024-10-24,97.27896118164062
2024-10-25,97.58418273925781
2024-10-28,97.5743408203125
2024-10-29,97.60387420654297
2024-10-30,97.19034576416016
2024-10-31,95.51651763916016
2024-11-01,96.21559143066406
2024-11-04,95.50666046142578
2024-11-05,95.85128021240234
2024-11-06,98.75587463378906
2024-11-07,99.4549331665039
2024-11-08,100.03585052490234
2024-11-11,101.10906982421875
2024-11-12,100.71522521972656
2024-11-13,101.04015350341797
2024-11-14,101.02046203613281
2024-11-15,99.82908630371094
2024-11-18,100.12446594238281
2024-11-19,99.92753601074219
2024-11-20,100.02600860595703
2024-11-21,101.33553314208984
2024-11-22,102.5367431640625
2024-11-25,102.28074645996094
2024-11-26,102.45797729492188
2024-11-27,101.5619888305664
2024-11-28,102.05429077148438
2024-11-29,102.40875244140625
2024-12-02,103.18659210205078
2024-12-03,103.2062759399414
2024-12-04,103.49181365966797
2024-12-05,103.4031982421875
2024-12-06,103.42289733886719
2024-12-09,103.06843566894531
2024-12-10,103.2358169555664
2024-12-11,103.92504119873047
2024-12-12,103.66085052490234
2024-12-13,102.9594497680664
2024-12-16,103.29532623291016
2024-12-17,102.9001693725586
2024-12-18,103.21630096435547
2024-12-19,101.61589813232422
2024-12-20,101.76407623291016
2024-12-23,101.54673767089844
2024-12-24,102.30742645263672
2024-12-27,102.090087890625
2024-12-30,101.5269775390625
2024-12-31,101.73445129394531
2025-01-02,102.78162384033203
2025-01-03,102.6531982421875
2025-01-06,103.39412689208984
2025-01-07,102.6531982421875
2025-01-08,102.6828384399414
2025-01-09,102.74210357666016
2025-01-10,101.80359649658203
2025-01-13,101.58625793457031
2025-01-14,101.46770477294922
2025-01-15,103.068115234375
2025-01-16,103.4830322265625
2025-01-17,104.38203430175781
2025-01-20,103.80904388427734
2025-01-21,103.84855651855469
2025-01-22,104.7376708984375
2025-01-23,104.92536926269531
2025-01-24,104.45117950439453
2025-01-27,102.71246337890625
2025-01-28,104.05602264404297
2025-01-29,104.44129943847656
2025-01-30,104.71791076660156
2025-01-31,105.73545837402344
2025-02-03,104.8562240600586
2025-02-04,104.79694366455078
2025-02-05,104.4610595703125
2025-02-06,105.74533081054688
2025-02-07,105.42920684814453
2025-02-10,106.09110260009766
2025-02-11,105.8737564086914
2025-02-12,105.12295532226562
2025-02-13,105.65641784667969
2025-02-14,105.46871948242188
2025-02-17,105.9923095703125
2025-02-18,106.06147003173828
2025-02-19,106.35783386230469
2025-02-20,105.35017395019531
2025-02-21,105.48847198486328
2025-02-24,104.32274627685547
2025-02-25,102.81126403808594
2025-02-26,104.1548080444336
2025-02-27,104.22396850585938
2025-02-28,103.02859497070312
2025-03-03,103.47315979003906
2025-03-04,99.96609497070312
2025-03-05,98.83000183105469
2025-03-06,98.93866729736328
2025-03-07,97.21971130371094
2025-03-10,96.45903015136719
2025-03-11,94.51285552978516
2025-03-12,95.40196990966797
2025-03-13,94.88826751708984
2025-03-14,95.95519256591797
2025-03-17,96.38987731933594
2025-03-18,96.05399322509766
2025-03-19,97.06165313720703
2025-03-20,97.3859634399414
2025-03-21,97.21744537353516
2025-03-24,98.77379608154297
2025-03-25,98.89275360107422
2025-03-26,98.42684173583984
2025-03-27,98.00057983398438
2025-03-28,95.89900970458984
2025-03-31,95.23483276367188
2025-04-01,96.44422912597656
2025-04-02,96.3550033569336
2025-04-03,91.71569061279297
2025-04-04,87.7009048461914
2025-04-07,84.4097671508789
2025-04-08,87.58194732666016
2025-04-09,83.9339370727539
2025-04-10,87.09620666503906
2025-04-11,86.21395111083984
2025-04-14,88.45429992675781
2025-04-15,89.44561004638672
2025-04-16,88.54351043701172
2025-04-17,87.53238677978516
2025-04-22,86.9871597290039
2025-04-23,89.49516296386719
2025-04-24,90.2485580444336
2025-04-25,90.7045669555664
2025-04-28,90.89291381835938
2025-04-29,91.35882568359375
2025-04-30,91.60665893554688
2025-05-02,93.90648651123047
2025-05-05,93.9957046508789
2025-05-06,93.5694351196289
2025-05-07,93.08370208740234
2025-05-08,94.59048461914062
2025-05-09,94.45169830322266
2025-05-12,97.48509979248047
2025-05-13,98.16910552978516
2025-05-14,97.8320541381836
2025-05-15,98.2583236694336
2025-05-16,98.95223999023438
2025-05-19,98.35745239257812
2025-05-20,98.68458557128906
2025-05-21,97.95101165771484
2025-05-22,97.0489273071289
2025-05-23,96.08735656738281
2025-05-26,96.97953796386719
2025-05-27,97.7626724243164
2025-05-28,97.90145111083984
2025-05-29,97.6337890625
2025-05-30,97.5445785522461
2025-06-02,96.99935913085938
2025-06-03,98.18892669677734
2025-06-04,98.24840545654297
2025-06-05,98.31780242919922
2025-06-06,98.67467498779297
2025-06-09,98.61519622802734
2025-06-10,98.73414611816406
2025-06-11,98.70440673828125
2025-06-12,97.88162231445312
2025-06-13,97.48509979248047
2025-06-16,97.8122329711914
2025-06-17,97.70318603515625
2025-06-18,97.5743179321289
2025-06-19,96.83002471923828
2025-06-20,97.11921691894531
2025-06-23,96.94969177246094
2025-06-24,97.80730438232422
2025-06-25,97.76741027832031
2025-06-26,97.85716247558594
2025-06-27,98.63499450683594
2025-06-30,98.38568878173828
2025-07-01,98.22613525390625
2025-07-02,98.46546173095703
2025-07-03,99.50257110595703
2025-07-04,98.81449127197266
2025-07-07,99.05382537841797
2025-07-08,99.04385375976562
2025-07-09,99.44274139404297
2025-07-10,100.08096313476562
2025-07-11,99.55243682861328
2025-07-14,99.68207550048828
2025-07-15,100.2105941772461
2025-07-16,99.22335052490234
2025-07-17,100.72915649414062
2025-07-18,100.42998504638672
2025-07-21,100.5496597290039
2025-07-22,99.85160064697266
2025-07-23,100.71918487548828
2025-07-24,100.93856811523438
2025-07-25,101.16793060302734
2025-07-28,101.91584014892578
2025-07-29,102.38453674316406
2025-07-30,102.87317657470703
2025-07-31,103.11251068115234
2025-08-01,100.08096313476562
2025-08-04,101.2477035522461
2025-08-05,101.05823516845703
2025-08-06,101.27762603759766
2025-08-07,101.49700927734375
2025-08-08,101.84603881835938
2025-08-11,102.37457275390625
2025-08-12,102.40448760986328
2025-08-13,102.55406188964844
2025-08-14,103.05267333984375
2025-08-15,102.73355865478516
2025-08-18,102.93301391601562
2025-08-19,102.87317657470703
2025-08-20,102.32470703125
2025-08-21,102.60392761230469
2025-08-22,103.23217010498047
2025-08-25,103.20225524902344
2025-08-26,102.972900390625
2025-08-27,103.77066802978516
2025-08-28,103.5612564086914
2025-08-29,102.81333923339844
2025-09-01,102.98286437988281
2025-09-02,101.92581939697266
2025-09-03,102.583984375
2025-09-04,103.46153259277344
2025-09-05,102.69367980957031
2025-09-08,103.44159698486328
2025-09-09,103.44159698486328
2025-09-10,104.03992462158203
2025-09-11,104.65819549560547
2025-09-12,104.68811798095703
2025-09-15,104.81775665283203
2025-09-16,103.98008728027344
2025-09-17,103.89034271240234
2025-09-18,104.98999786376953
2025-09-19,105.18000030517578
2025-09-22,105.38999938964844
2025-09-23,105.45999908447266
2025-09-24,105.3499984741211
2025-09-25,105.0
2025-09-26,105.30999755859375
2025-09-29,105.56999969482422
2025-09-30,105.4800033569336
2025-10-01,106.19000244140625
2025-10-02,106.62999725341797
2025-10-03,107.08999633789062
2025-10-07,107.8499984741211
